start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed
2016-12-07,19.0,53.0,2016-12-07,20.0,13.0,12,Business,Cary,Cary,11.26538,Customer Visit,20.0,33.79614
2016-12-07,21.0,13.0,2016-12-07,21.0,50.0,12,Business,Cary,Cary,11.104446000000001,Meal/Entertain,37.0,18.00720972972973
2016-12-08,14.0,19.0,2016-12-08,14.0,32.0,12,Business,Cary,Cary,5.471756,Errand/Supplies,13.0,25.254258461538463
2016-12-08,14.0,53.0,2016-12-08,15.0,2.0,12,Business,Cary,Cary,5.471756,Errand/Supplies,9.0,36.47837333333334
2016-12-08,19.0,22.0,2016-12-08,19.0,27.0,12,Business,Cary,Cary,3.21868,Meeting,5.0,38.62416
2016-12-08,21.0,26.0,2016-12-08,21.0,31.0,12,Business,Cary,Cary,3.21868,Errand/Supplies,5.0,38.62416
2016-12-09,12.0,9.0,2016-12-09,12.0,24.0,12,Business,Cary,Apex,8.207633999999999,Errand/Supplies,15.0,32.830535999999995
2016-12-09,13.0,15.0,2016-12-09,13.0,43.0,12,Business,Apex,Cary,14.162192000000001,Temporary Site,28.0,30.34755428571429
2016-12-09,20.0,11.0,2016-12-09,20.0,34.0,12,Business,Cary,Cary,9.012303999999999,Meeting,23.0,23.51035826086956
2016-12-09,22.0,3.0,2016-12-09,22.0,57.0,12,Business,Cary,Cary,30.416525999999998,Customer Visit,54.0,33.796139999999994
2016-12-10,12.0,43.0,2016-12-10,13.0,16.0,12,Business,Cary,Fuquay-Varina,25.105704,Meeting,33.0,45.64673454545454
2016-12-10,14.0,42.0,2016-12-10,15.0,18.0,12,Business,Fuquay-Varina,Cary,25.105704,Errand/Supplies,36.0,41.84284
2016-12-10,18.0,17.0,2016-12-10,18.0,27.0,12,Business,Cary,Morrisville,4.82802,Meal/Entertain,10.0,28.968120000000003
2016-12-10,22.0,9.0,2016-12-10,22.0,21.0,12,Business,Morrisville,Cary,4.9889540000000006,Customer Visit,12.0,24.944770000000002
2016-12-11,16.0,6.0,2016-12-11,16.0,16.0,12,Business,Cary,Morrisville,4.82802,Meal/Entertain,10.0,28.968120000000003
2016-12-11,19.0,5.0,2016-12-11,19.0,15.0,12,Business,Morrisville,Cary,7.724831999999999,Errand/Supplies,10.0,46.348991999999996
2016-12-11,21.0,48.0,2016-12-11,21.0,56.0,12,Business,Cary,Cary,3.379614,Errand/Supplies,8.0,25.347105000000003
2016-12-12,13.0,22.0,2016-12-12,13.0,32.0,12,Business,Cary,Cary,4.9889540000000006,Errand/Supplies,10.0,29.933724000000005
2016-12-12,13.0,36.0,2016-12-12,13.0,51.0,12,Business,Cary,Apex,7.0810960000000005,Meal/Entertain,15.0,28.324384000000002
2016-12-12,14.0,26.0,2016-12-12,14.0,39.0,12,Business,Apex,Cary,7.563898,Customer Visit,13.0,34.91029846153846
2016-12-12,17.0,51.0,2016-12-12,18.0,1.0,12,Business,Cary,Morrisville,4.82802,Meal/Entertain,10.0,28.968120000000003
2016-12-12,20.0,48.0,2016-12-12,20.0,57.0,12,Business,Morrisville,Cary,4.82802,Customer Visit,9.0,32.186800000000005
